y,x,zt
828.0,1692.0,24.0
828.0,1716.0,24.0
828.0,1740.0,24.0
828.0,1764.0,24.0
828.0,1788.0,24.0
828.0,1812.0,24.0
828.0,1836.0,24.0
828.0,1860.0,24.0
828.0,1884.0,24.0
828.0,1908.0,24.0
828.0,1932.0,24.0
828.0,1956.0,24.0
828.0,1980.0,24.0
828.0,2004.0,24.0
828.0,2028.0,24.0
828.0,2052.0,24.0
828.0,2076.0,24.0
828.0,2100.0,24.0
828.0,2124.0,24.0
828.0,2148.0,24.0
828.0,2172.0,24.0
828.0,2196.0,24.0
828.0,2220.0,24.0
828.0,2244.0,24.0
828.0,2268.0,24.0
828.0,2292.0,24.0
828.0,2316.0,24.0
828.0,2340.0,24.0
828.0,2364.0,24.0
828.0,2388.0,24.0
828.0,2412.0,24.0
828.0,2436.0,24.0
828.0,2460.0,24.0
828.0,2484.0,24.0
828.0,2508.0,24.0
828.0,2532.0,24.0
828.0,2556.0,24.0
828.0,2580.0,48.0
828.0,2604.0,48.0
828.0,2628.0,48.0
828.0,2652.0,48.0
828.0,2676.0,72.0
828.0,2700.0,72.0
828.0,2724.0,72.0
828.0,2748.0,72.0
828.0,2772.0,72.0
828.0,2796.0,72.0
828.0,2820.0,72.0
828.0,2844.0,72.0
828.0,2868.0,72.0
828.0,2892.0,96.0
828.0,2916.0,96.0
828.0,2940.0,96.0
828.0,2964.0,96.0
828.0,2988.0,120.0
828.0,3012.0,120.0
828.0,3036.0,120.0
828.0,3060.0,120.0
852.0,12.0,216.0
852.0,36.0,216.0
852.0,60.0,216.0
852.0,84.0,240.0
852.0,108.0,264.0
852.0,132.0,264.0
852.0,156.0,264.0
852.0,180.0,288.0
852.0,204.0,288.0
852.0,228.0,312.0
852.0,252.0,312.0
852.0,276.0,336.0
852.0,300.0,336.0
852.0,324.0,336.0
852.0,348.0,336.0
852.0,372.0,336.0
852.0,396.0,336.0
852.0,420.0,312.0
852.0,444.0,312.0
852.0,468.0,312.0
852.0,492.0,312.0
852.0,516.0,312.0
852.0,540.0,312.0
852.0,564.0,312.0
852.0,588.0,312.0
852.0,612.0,312.0
852.0,636.0,312.0
852.0,660.0,312.0
852.0,684.0,312.0
852.0,708.0,312.0
852.0,732.0,312.0
852.0,756.0,312.0
852.0,780.0,288.0
852.0,804.0,288.0
852.0,828.0,288.0
852.0,852.0,264.0
852.0,876.0,264.0
852.0,900.0,288.0
852.0,924.0,288.0
852.0,948.0,264.0
852.0,972.0,264.0
852.0,996.0,264.0
852.0,1020.0,240.0
852.0,1044.0,216.0
852.0,1068.0,192.0
852.0,1092.0,168.0
852.0,1116.0,144.0
852.0,1140.0,120.0
852.0,1164.0,120.0
852.0,1188.0,120.0
852.0,1212.0,96.0
852.0,1236.0,96.0
852.0,1260.0,72.0
852.0,1284.0,72.0
852.0,1308.0,72.0
852.0,1332.0,72.0
852.0,1356.0,48.0
852.0,1380.0,48.0
852.0,1404.0,48.0
852.0,1428.0,48.0
852.0,1452.0,48.0
852.0,1476.0,24.0
852.0,1500.0,24.0
852.0,1524.0,24.0
852.0,1548.0,24.0
852.0,1572.0,24.0
852.0,1596.0,24.0
852.0,1620.0,24.0
852.0,1644.0,24.0
852.0,1668.0,24.0
852.0,1692.0,24.0
852.0,1716.0,24.0
852.0,1740.0,24.0
852.0,1764.0,24.0
852.0,1788.0,24.0
852.0,1812.0,24.0
852.0,1836.0,24.0
852.0,1860.0,24.0
852.0,1884.0,24.0
852.0,1908.0,24.0
852.0,1932.0,24.0
852.0,1956.0,24.0
852.0,1980.0,24.0
852.0,2004.0,24.0
852.0,2028.0,24.0
852.0,2052.0,24.0
852.0,2076.0,24.0
852.0,2100.0,24.0
852.0,2124.0,24.0
852.0,2148.0,24.0
852.0,2172.0,24.0
852.0,2196.0,24.0
852.0,2220.0,24.0
852.0,2244.0,24.0
852.0,2268.0,24.0
852.0,2292.0,24.0
852.0,2316.0,24.0
852.0,2340.0,24.0
852.0,2364.0,24.0
852.0,2388.0,24.0
852.0,2412.0,24.0
852.0,2436.0,24.0
852.0,2460.0,24.0
852.0,2484.0,24.0
852.0,2508.0,24.0
852.0,2532.0,24.0
852.0,2556.0,24.0
852.0,2580.0,48.0
852.0,2604.0,48.0
852.0,2628.0,48.0
852.0,2652.0,72.0
852.0,2676.0,72.0
852.0,2700.0,72.0
852.0,2724.0,72.0
852.0,2748.0,72.0
852.0,2772.0,72.0
852.0,2796.0,72.0
852.0,2820.0,72.0
852.0,2844.0,72.0
852.0,2868.0,96.0
852.0,2892.0,96.0
852.0,2916.0,96.0
852.0,2940.0,96.0
852.0,2964.0,96.0
852.0,2988.0,120.0
852.0,3012.0,120.0
852.0,3036.0,120.0
852.0,3060.0,144.0
876.0,12.0,216.0
876.0,36.0,216.0
876.0,60.0,240.0
876.0,84.0,240.0
876.0,108.0,264.0
876.0,132.0,288.0
876.0,156.0,264.0
876.0,180.0,288.0
876.0,204.0,288.0
876.0,228.0,312.0
876.0,252.0,312.0
876.0,276.0,312.0
876.0,300.0,336.0
876.0,324.0,336.0
876.0,348.0,336.0
876.0,372.0,336.0
876.0,396.0,336.0
876.0,420.0,312.0
876.0,444.0,312.0
876.0,468.0,312.0
876.0,492.0,312.0
876.0,516.0,312.0
876.0,540.0,312.0
876.0,564.0,312.0
876.0,588.0,312.0
876.0,612.0,312.0
876.0,636.0,312.0
876.0,660.0,312.0
876.0,684.0,312.0
876.0,708.0,312.0
876.0,732.0,312.0
876.0,756.0,312.0
876.0,780.0,288.0
876.0,804.0,288.0
876.0,828.0,288.0
876.0,852.0,264.0
876.0,876.0,264.0
876.0,900.0,264.0
876.0,924.0,264.0
876.0,948.0,264.0
876.0,972.0,264.0
876.0,996.0,240.0
876.0,1020.0,240.0
876.0,1044.0,192.0
876.0,1068.0,168.0
876.0,1092.0,144.0
876.0,1116.0,144.0
876.0,1140.0,120.0
876.0,1164.0,120.0
876.0,1188.0,120.0
876.0,1212.0,96.0
876.0,1236.0,96.0
876.0,1260.0,72.0
876.0,1284.0,72.0
876.0,1308.0,72.0
876.0,1332.0,72.0
876.0,1356.0,48.0
876.0,1380.0,48.0
876.0,1404.0,48.0
876.0,1428.0,48.0
876.0,1452.0,48.0
876.0,1476.0,24.0
876.0,1500.0,24.0
876.0,1524.0,24.0
876.0,1548.0,24.0
876.0,1572.0,24.0
876.0,1596.0,24.0
876.0,1620.0,24.0
876.0,1644.0,24.0
876.0,1668.0,24.0
876.0,1692.0,24.0
876.0,1716.0,24.0
876.0,1740.0,24.0
876.0,1764.0,24.0
876.0,1788.0,24.0
876.0,1812.0,24.0
876.0,1836.0,24.0
876.0,1860.0,24.0
876.0,1884.0,24.0
876.0,1908.0,24.0
876.0,1932.0,24.0
876.0,1956.0,24.0
876.0,1980.0,24.0
876.0,2004.0,24.0
876.0,2028.0,24.0
876.0,2052.0,24.0
876.0,2076.0,24.0
876.0,2100.0,24.0
876.0,2124.0,24.0
876.0,2148.0,24.0
876.0,2172.0,24.0
876.0,2196.0,24.0
876.0,2220.0,24.0
876.0,2244.0,24.0
876.0,2268.0,24.0
876.0,2292.0,24.0
876.0,2316.0,24.0
876.0,2340.0,24.0
876.0,2364.0,24.0
876.0,2388.0,24.0
876.0,2412.0,24.0
876.0,2436.0,24.0
876.0,2460.0,24.0
876.0,2484.0,24.0
876.0,2508.0,24.0
876.0,2532.0,24.0
876.0,2556.0,24.0
876.0,2580.0,48.0
876.0,2604.0,48.0
876.0,2628.0,48.0
876.0,2652.0,48.0
876.0,2676.0,72.0
876.0,2700.0,72.0
876.0,2724.0,72.0
876.0,2748.0,72.0
876.0,2772.0,72.0
876.0,2796.0,72.0
876.0,2820.0,96.0
876.0,2844.0,96.0
876.0,2868.0,96.0
876.0,2892.0,96.0
876.0,2916.0,96.0
876.0,2940.0,96.0
876.0,2964.0,120.0
876.0,2988.0,120.0
876.0,3012.0,120.0
876.0,3036.0,144.0
876.0,3060.0,144.0
900.0,12.0,216.0
900.0,36.0,216.0
900.0,60.0,264.0
900.0,84.0,264.0
900.0,108.0,264.0
900.0,132.0,288.0
900.0,156.0,264.0
900.0,180.0,264.0
900.0,204.0,288.0
900.0,228.0,312.0
900.0,252.0,312.0
900.0,276.0,312.0
900.0,300.0,312.0
900.0,324.0,312.0
900.0,348.0,336.0
900.0,372.0,336.0
900.0,396.0,336.0
900.0,420.0,312.0
900.0,444.0,312.0
900.0,468.0,312.0
900.0,492.0,312.0
900.0,516.0,312.0
900.0,540.0,312.0
900.0,564.0,312.0
900.0,588.0,312.0
900.0,612.0,312.0
900.0,636.0,312.0
900.0,660.0,312.0
900.0,684.0,312.0
900.0,708.0,312.0
900.0,732.0,312.0
900.0,756.0,312.0
900.0,780.0,288.0
900.0,804.0,288.0
900.0,828.0,288.0
900.0,852.0,264.0
900.0,876.0,264.0
900.0,900.0,264.0
900.0,924.0,264.0
900.0,948.0,264.0
900.0,972.0,264.0
900.0,996.0,240.0
900.0,1020.0,216.0
900.0,1044.0,192.0
900.0,1068.0,168.0
900.0,1092.0,144.0
900.0,1116.0,144.0
900.0,1140.0,120.0
900.0,1164.0,120.0
900.0,1188.0,120.0
900.0,1212.0,96.0
900.0,1236.0,96.0
900.0,1260.0,72.0
900.0,1284.0,72.0
900.0,1308.0,72.0
900.0,1332.0,72.0
900.0,1356.0,48.0
900.0,1380.0,48.0
900.0,1404.0,48.0
900.0,1428.0,48.0
900.0,1452.0,48.0
900.0,1476.0,24.0
900.0,1500.0,24.0
900.0,1524.0,24.0
900.0,1548.0,24.0
900.0,1572.0,24.0
900.0,1596.0,24.0
900.0,1620.0,24.0
900.0,1644.0,24.0
900.0,1668.0,24.0
900.0,1692.0,24.0
900.0,1716.0,24.0
900.0,1740.0,24.0
900.0,1764.0,24.0
900.0,1788.0,24.0
900.0,1812.0,24.0
900.0,1836.0,24.0
900.0,1860.0,24.0
900.0,1884.0,24.0
900.0,1908.0,24.0
900.0,1932.0,24.0
900.0,1956.0,24.0
900.0,1980.0,24.0
900.0,2004.0,24.0
900.0,2028.0,24.0
900.0,2052.0,24.0
900.0,2076.0,24.0
900.0,2100.0,24.0
900.0,2124.0,24.0
900.0,2148.0,24.0
900.0,2172.0,24.0
900.0,2196.0,24.0
900.0,2220.0,24.0
900.0,2244.0,24.0
900.0,2268.0,24.0
900.0,2292.0,24.0
900.0,2316.0,24.0
900.0,2340.0,24.0
900.0,2364.0,24.0
900.0,2388.0,24.0
900.0,2412.0,24.0
900.0,2436.0,24.0
900.0,2460.0,24.0
900.0,2484.0,24.0
900.0,2508.0,24.0
900.0,2532.0,24.0
900.0,2556.0,24.0
900.0,2580.0,48.0
900.0,2604.0,48.0
900.0,2628.0,48.0
900.0,2652.0,48.0
900.0,2676.0,72.0
900.0,2700.0,72.0
900.0,2724.0,72.0
900.0,2748.0,72.0
900.0,2772.0,72.0
900.0,2796.0,72.0
900.0,2820.0,96.0
900.0,2844.0,96.0
900.0,2868.0,96.0
900.0,2892.0,96.0
900.0,2916.0,96.0
900.0,2940.0,120.0
900.0,2964.0,120.0
900.0,2988.0,120.0
900.0,3012.0,144.0
900.0,3036.0,144.0
900.0,3060.0,144.0
924.0,12.0,216.0
924.0,36.0,216.0
924.0,60.0,264.0
924.0,84.0,264.0
924.0,108.0,264.0
924.0,132.0,288.0
924.0,156.0,288.0
924.0,180.0,264.0
924.0,204.0,264.0
924.0,228.0,288.0
924.0,252.0,288.0
924.0,276.0,288.0
924.0,300.0,288.0
924.0,324.0,312.0
924.0,348.0,312.0
924.0,372.0,336.0
924.0,396.0,312.0
924.0,420.0,312.0
924.0,444.0,312.0
924.0,468.0,312.0
924.0,492.0,288.0
924.0,516.0,288.0
924.0,540.0,288.0
924.0,564.0,312.0
924.0,588.0,312.0
924.0,612.0,312.0
924.0,636.0,312.0
924.0,660.0,312.0
924.0,684.0,312.0
924.0,708.0,312.0
924.0,732.0,288.0
924.0,756.0,288.0
924.0,780.0,288.0
924.0,804.0,288.0
924.0,828.0,288.0
924.0,852.0,264.0
924.0,876.0,264.0
924.0,900.0,264.0
924.0,924.0,240.0
924.0,948.0,240.0
924.0,972.0,240.0
924.0,996.0,240.0
924.0,1020.0,192.0
924.0,1044.0,192.0
924.0,1068.0,168.0
924.0,1092.0,144.0
924.0,1116.0,144.0
924.0,1140.0,120.0
924.0,1164.0,120.0
924.0,1188.0,96.0
924.0,1212.0,96.0
924.0,1236.0,96.0
924.0,1260.0,72.0
924.0,1284.0,72.0
924.0,1308.0,72.0
924.0,1332.0,72.0
924.0,1356.0,48.0
924.0,1380.0,48.0
924.0,1404.0,48.0
924.0,1428.0,48.0
924.0,1452.0,48.0
924.0,1476.0,24.0
924.0,1500.0,24.0
924.0,1524.0,24.0
924.0,1548.0,24.0
924.0,1572.0,24.0
924.0,1596.0,24.0
924.0,1620.0,24.0
924.0,1644.0,24.0
924.0,1668.0,24.0
924.0,1692.0,24.0
924.0,1716.0,24.0
924.0,1740.0,24.0
924.0,1764.0,24.0
924.0,1788.0,24.0
924.0,1812.0,24.0
924.0,1836.0,24.0
924.0,1860.0,24.0
924.0,1884.0,24.0
924.0,1908.0,24.0
924.0,1932.0,24.0
924.0,1956.0,24.0
924.0,1980.0,24.0
924.0,2004.0,24.0
924.0,2028.0,24.0
924.0,2052.0,24.0
924.0,2076.0,24.0
924.0,2100.0,24.0
924.0,2124.0,24.0
924.0,2148.0,24.0
924.0,2172.0,24.0
924.0,2196.0,24.0
924.0,2220.0,24.0
924.0,2244.0,24.0
924.0,2268.0,24.0
924.0,2292.0,24.0
924.0,2316.0,24.0
924.0,2340.0,24.0
924.0,2364.0,24.0
924.0,2388.0,24.0
924.0,2412.0,24.0
924.0,2436.0,24.0
924.0,2460.0,24.0
924.0,2484.0,24.0
924.0,2508.0,24.0
924.0,2532.0,24.0
924.0,2556.0,48.0
924.0,2580.0,48.0
924.0,2604.0,48.0
924.0,2628.0,48.0
924.0,2652.0,48.0
924.0,2676.0,48.0
924.0,2700.0,72.0
924.0,2724.0,72.0
924.0,2748.0,72.0
924.0,2772.0,72.0
924.0,2796.0,72.0
924.0,2820.0,96.0
924.0,2844.0,96.0
924.0,2868.0,96.0
924.0,2892.0,96.0
924.0,2916.0,120.0
924.0,2940.0,120.0
924.0,2964.0,120.0
924.0,2988.0,120.0
924.0,3012.0,144.0
924.0,3036.0,144.0
924.0,3060.0,144.0
948.0,12.0,240.0
948.0,36.0,264.0
948.0,60.0,288.0
948.0,84.0,264.0
948.0,108.0,264.0
948.0,132.0,288.0
948.0,156.0,288.0
948.0,180.0,264.0
948.0,204.0,264.0
948.0,228.0,288.0
948.0,252.0,288.0
948.0,276.0,288.0
948.0,300.0,288.0
948.0,324.0,312.0
948.0,348.0,312.0
948.0,372.0,312.0
948.0,396.0,312.0
948.0,420.0,312.0
948.0,444.0,312.0
948.0,468.0,312.0
948.0,492.0,288.0
948.0,516.0,288.0
948.0,540.0,288.0
948.0,564.0,312.0
948.0,588.0,312.0
948.0,612.0,312.0
948.0,636.0,312.0
948.0,660.0,312.0
948.0,684.0,312.0
948.0,708.0,288.0
948.0,732.0,288.0
948.0,756.0,288.0
948.0,780.0,288.0
948.0,804.0,288.0
948.0,828.0,264.0
948.0,852.0,264.0
948.0,876.0,264.0
948.0,900.0,240.0
948.0,924.0,240.0
948.0,948.0,240.0
948.0,972.0,240.0
948.0,996.0,216.0
948.0,1020.0,192.0
948.0,1044.0,168.0
948.0,1068.0,168.0
948.0,1092.0,144.0
948.0,1116.0,144.0
948.0,1140.0,120.0
948.0,1164.0,120.0
948.0,1188.0,96.0
948.0,1212.0,96.0
948.0,1236.0,96.0
948.0,1260.0,72.0
948.0,1284.0,72.0
948.0,1308.0,72.0
948.0,1332.0,72.0
948.0,1356.0,48.0
948.0,1380.0,48.0
948.0,1404.0,48.0
948.0,1428.0,48.0
948.0,1452.0,48.0
948.0,1476.0,24.0
948.0,1500.0,24.0
948.0,1524.0,24.0
948.0,1548.0,24.0
948.0,1572.0,24.0
948.0,1596.0,24.0
948.0,1620.0,24.0
948.0,1644.0,24.0
948.0,1668.0,24.0
948.0,1692.0,24.0
948.0,1716.0,24.0
948.0,1740.0,24.0
948.0,1764.0,24.0
948.0,1788.0,24.0
948.0,1812.0,24.0
948.0,1836.0,24.0
948.0,1860.0,24.0
948.0,1884.0,24.0
948.0,1908.0,24.0
948.0,1932.0,24.0
948.0,1956.0,24.0
948.0,1980.0,24.0
948.0,2004.0,24.0
948.0,2028.0,24.0
948.0,2052.0,24.0
948.0,2076.0,24.0
948.0,2100.0,24.0
948.0,2124.0,24.0
948.0,2148.0,24.0
948.0,2172.0,24.0
948.0,2196.0,24.0
948.0,2220.0,24.0
948.0,2244.0,24.0
948.0,2268.0,24.0
948.0,2292.0,24.0
948.0,2316.0,24.0
948.0,2340.0,24.0
948.0,2364.0,24.0
948.0,2388.0,24.0
948.0,2412.0,24.0
948.0,2436.0,24.0
948.0,2460.0,24.0
948.0,2484.0,24.0
948.0,2508.0,24.0
948.0,2532.0,24.0
948.0,2556.0,48.0
948.0,2580.0,48.0
948.0,2604.0,48.0
948.0,2628.0,48.0
948.0,2652.0,48.0
948.0,2676.0,48.0
948.0,2700.0,72.0
948.0,2724.0,72.0
948.0,2748.0,72.0
948.0,2772.0,72.0
948.0,2796.0,72.0
948.0,2820.0,96.0
948.0,2844.0,96.0
948.0,2868.0,96.0
948.0,2892.0,96.0
948.0,2916.0,144.0
948.0,2940.0,120.0
948.0,2964.0,144.0
948.0,2988.0,144.0
948.0,3012.0,144.0
948.0,3036.0,144.0
948.0,3060.0,144.0
972.0,12.0,240.0
972.0,36.0,264.0
972.0,60.0,264.0
972.0,84.0,264.0
972.0,108.0,288.0
972.0,132.0,288.0
972.0,156.0,288.0
972.0,180.0,264.0
972.0,204.0,264.0
972.0,228.0,264.0
972.0,252.0,264.0
972.0,276.0,288.0
972.0,300.0,288.0
972.0,324.0,288.0
972.0,348.0,312.0
972.0,372.0,312.0
972.0,396.0,312.0
972.0,420.0,312.0
972.0,444.0,312.0
972.0,468.0,312.0
972.0,492.0,288.0
972.0,516.0,288.0
972.0,540.0,288.0
972.0,564.0,288.0
972.0,588.0,312.0
972.0,612.0,312.0
972.0,636.0,312.0
972.0,660.0,312.0
972.0,684.0,288.0
972.0,708.0,288.0
972.0,732.0,288.0
972.0,756.0,288.0
972.0,780.0,264.0
972.0,804.0,264.0
972.0,828.0,264.0
972.0,852.0,264.0
972.0,876.0,264.0
972.0,900.0,240.0
972.0,924.0,240.0
972.0,948.0,216.0
972.0,972.0,216.0
972.0,996.0,216.0
972.0,1020.0,192.0
972.0,1044.0,168.0
972.0,1068.0,168.0
972.0,1092.0,144.0
972.0,1116.0,120.0
972.0,1140.0,120.0
972.0,1164.0,96.0
972.0,1188.0,96.0
972.0,1212.0,96.0
972.0,1236.0,96.0
972.0,1260.0,72.0
972.0,1284.0,72.0
972.0,1308.0,72.0
972.0,1332.0,72.0
972.0,1356.0,48.0
972.0,1380.0,48.0
972.0,1404.0,48.0
972.0,1428.0,48.0
972.0,1452.0,48.0
972.0,1476.0,24.0
972.0,1500.0,24.0
972.0,1524.0,24.0
972.0,1548.0,24.0
972.0,1572.0,24.0
972.0,1596.0,24.0
972.0,1620.0,24.0
972.0,1644.0,24.0
972.0,1668.0,24.0
972.0,1692.0,24.0
972.0,1716.0,24.0
972.0,1740.0,24.0
972.0,1764.0,24.0
972.0,1788.0,24.0
972.0,1812.0,24.0
972.0,1836.0,24.0
972.0,1860.0,24.0
972.0,1884.0,24.0
972.0,1908.0,24.0
972.0,1932.0,24.0
972.0,1956.0,24.0
972.0,1980.0,24.0
972.0,2004.0,24.0
972.0,2028.0,24.0
972.0,2052.0,24.0
972.0,2076.0,24.0
972.0,2100.0,24.0
972.0,2124.0,24.0
972.0,2148.0,24.0
972.0,2172.0,24.0
972.0,2196.0,24.0
972.0,2220.0,24.0
972.0,2244.0,24.0
972.0,2268.0,24.0
972.0,2292.0,24.0
972.0,2316.0,24.0
972.0,2340.0,24.0
972.0,2364.0,24.0
972.0,2388.0,24.0
972.0,2412.0,24.0
972.0,2436.0,24.0
972.0,2460.0,24.0
972.0,2484.0,24.0
972.0,2508.0,24.0
972.0,2532.0,48.0
972.0,2556.0,48.0
972.0,2580.0,48.0
972.0,2604.0,48.0
972.0,2628.0,48.0
972.0,2652.0,48.0
972.0,2676.0,72.0
972.0,2700.0,72.0
972.0,2724.0,72.0
972.0,2748.0,72.0
972.0,2772.0,72.0
972.0,2796.0,72.0
972.0,2820.0,96.0
972.0,2844.0,96.0
972.0,2868.0,120.0
972.0,2892.0,144.0
972.0,2916.0,144.0
972.0,2940.0,144.0
972.0,2964.0,144.0
972.0,2988.0,144.0
972.0,3012.0,144.0
972.0,3036.0,144.0
972.0,3060.0,144.0
996.0,12.0,240.0
996.0,36.0,264.0
996.0,60.0,264.0
996.0,84.0,288.0
996.0,108.0,288.0
996.0,132.0,288.0
996.0,156.0,288.0
996.0,180.0,264.0
996.0,204.0,264.0
996.0,228.0,264.0
996.0,252.0,264.0
996.0,276.0,288.0
996.0,300.0,288.0
996.0,324.0,288.0
996.0,348.0,288.0
996.0,372.0,312.0
996.0,396.0,312.0
996.0,420.0,312.0
996.0,444.0,288.0
996.0,468.0,288.0
996.0,492.0,288.0
996.0,516.0,288.0
996.0,540.0,288.0
996.0,564.0,288.0
996.0,588.0,312.0
996.0,612.0,312.0
996.0,636.0,312.0
996.0,660.0,312.0
996.0,684.0,288.0
996.0,708.0,288.0
996.0,732.0,288.0
996.0,756.0,288.0
996.0,780.0,264.0
996.0,804.0,264.0
996.0,828.0,264.0
996.0,852.0,264.0
996.0,876.0,264.0
996.0,900.0,240.0
996.0,924.0,216.0
996.0,948.0,216.0
996.0,972.0,216.0
996.0,996.0,192.0
996.0,1020.0,168.0
996.0,1044.0,168.0
996.0,1068.0,144.0
996.0,1092.0,144.0
996.0,1116.0,120.0
996.0,1140.0,120.0
996.0,1164.0,96.0
996.0,1188.0,96.0
996.0,1212.0,96.0
996.0,1236.0,96.0
996.0,1260.0,72.0
996.0,1284.0,72.0
996.0,1308.0,72.0
996.0,1332.0,72.0
996.0,1356.0,48.0
996.0,1380.0,48.0
996.0,1404.0,48.0
996.0,1428.0,48.0
996.0,1452.0,48.0
996.0,1476.0,24.0
996.0,1500.0,24.0
996.0,1524.0,24.0
996.0,1548.0,24.0
996.0,1572.0,24.0
996.0,1596.0,24.0
996.0,1620.0,24.0
996.0,1644.0,24.0
996.0,1668.0,24.0
996.0,1692.0,24.0
996.0,1716.0,24.0
996.0,1740.0,24.0
996.0,1764.0,24.0
996.0,1788.0,24.0
996.0,1812.0,24.0
996.0,1836.0,24.0
996.0,1860.0,24.0
996.0,1884.0,24.0
996.0,1908.0,24.0
996.0,1932.0,24.0
996.0,1956.0,24.0
996.0,1980.0,24.0
996.0,2004.0,24.0
996.0,2028.0,24.0
996.0,2052.0,24.0
996.0,2076.0,24.0
996.0,2100.0,24.0
996.0,2124.0,24.0
996.0,2148.0,24.0
996.0,2172.0,24.0
996.0,2196.0,24.0
996.0,2220.0,24.0
996.0,2244.0,24.0
996.0,2268.0,24.0
996.0,2292.0,24.0
996.0,2316.0,24.0
996.0,2340.0,24.0
996.0,2364.0,24.0
996.0,2388.0,24.0
996.0,2412.0,24.0
996.0,2436.0,24.0
996.0,2460.0,24.0
996.0,2484.0,24.0
996.0,2508.0,24.0
996.0,2532.0,48.0
996.0,2556.0,48.0
996.0,2580.0,48.0
996.0,2604.0,48.0
996.0,2628.0,48.0
996.0,2652.0,48.0
996.0,2676.0,72.0
996.0,2700.0,72.0
996.0,2724.0,72.0
996.0,2748.0,72.0
996.0,2772.0,72.0
996.0,2796.0,96.0
996.0,2820.0,120.0
996.0,2844.0,120.0
996.0,2868.0,144.0
996.0,2892.0,144.0
996.0,2916.0,144.0
996.0,2940.0,144.0
996.0,2964.0,144.0
996.0,2988.0,144.0
996.0,3012.0,144.0
996.0,3036.0,168.0
996.0,3060.0,168.0
1020.0,12.0,240.0
1020.0,36.0,240.0
1020.0,60.0,264.0
1020.0,84.0,288.0
1020.0,108.0,288.0
1020.0,132.0,288.0
1020.0,156.0,288.0
1020.0,180.0,264.0
1020.0,204.0,264.0
1020.0,228.0,264.0
1020.0,252.0,264.0
1020.0,276.0,264.0
1020.0,300.0,264.0
1020.0,324.0,288.0
1020.0,348.0,288.0
1020.0,372.0,288.0
1020.0,396.0,288.0
1020.0,420.0,288.0
1020.0,444.0,288.0
1020.0,468.0,288.0
1020.0,492.0,288.0
1020.0,516.0,288.0
1020.0,540.0,288.0
1020.0,564.0,288.0
1020.0,588.0,288.0
1020.0,612.0,312.0
1020.0,636.0,312.0
1020.0,660.0,288.0
1020.0,684.0,288.0
1020.0,708.0,288.0
1020.0,732.0,264.0
1020.0,756.0,264.0
1020.0,780.0,264.0
1020.0,804.0,264.0
1020.0,828.0,264.0
1020.0,852.0,264.0
1020.0,876.0,240.0
1020.0,900.0,240.0
1020.0,924.0,216.0
1020.0,948.0,216.0
1020.0,972.0,216.0
1020.0,996.0,192.0
1020.0,1020.0,168.0
1020.0,1044.0,168.0
1020.0,1068.0,144.0
1020.0,1092.0,144.0
1020.0,1116.0,120.0
1020.0,1140.0,120.0
1020.0,1164.0,96.0
1020.0,1188.0,96.0
1020.0,1212.0,96.0
1020.0,1236.0,96.0
1020.0,1260.0,72.0
1020.0,1284.0,72.0
1020.0,1308.0,72.0
1020.0,1332.0,72.0
1020.0,1356.0,48.0
1020.0,1380.0,48.0
1020.0,1404.0,48.0
1020.0,1428.0,48.0
1020.0,1452.0,24.0
1020.0,1476.0,24.0
1020.0,1500.0,24.0
1020.0,1524.0,24.0
1020.0,1548.0,24.0
1020.0,1572.0,24.0
1020.0,1596.0,24.0
1020.0,1620.0,24.0
1020.0,1644.0,24.0
1020.0,1668.0,24.0
1020.0,1692.0,24.0
1020.0,1716.0,24.0
1020.0,1740.0,24.0
1020.0,1764.0,24.0
1020.0,1788.0,24.0
1020.0,1812.0,24.0
1020.0,1836.0,24.0
1020.0,1860.0,24.0
1020.0,1884.0,24.0
1020.0,1908.0,24.0
1020.0,1932.0,24.0
1020.0,1956.0,24.0
1020.0,1980.0,24.0
1020.0,2004.0,24.0
1020.0,2028.0,24.0
1020.0,2052.0,24.0
1020.0,2076.0,24.0
1020.0,2100.0,24.0
1020.0,2124.0,24.0
1020.0,2148.0,24.0
1020.0,2172.0,24.0
1020.0,2196.0,24.0
1020.0,2220.0,24.0
1020.0,2244.0,24.0
1020.0,2268.0,24.0
1020.0,2292.0,24.0
1020.0,2316.0,24.0
1020.0,2340.0,24.0
1020.0,2364.0,24.0
1020.0,2388.0,24.0
1020.0,2412.0,24.0
1020.0,2436.0,24.0
1020.0,2460.0,24.0
1020.0,2484.0,24.0
1020.0,2508.0,48.0
1020.0,2532.0,48.0
1020.0,2556.0,48.0
1020.0,2580.0,48.0
1020.0,2604.0,48.0
1020.0,2628.0,48.0
1020.0,2652.0,48.0
1020.0,2676.0,72.0
1020.0,2700.0,72.0
1020.0,2724.0,72.0
1020.0,2748.0,72.0
1020.0,2772.0,96.0
1020.0,2796.0,120.0
1020.0,2820.0,144.0
1020.0,2844.0,144.0
1020.0,2868.0,144.0
1020.0,2892.0,144.0
1020.0,2916.0,144.0
1020.0,2940.0,144.0
1020.0,2964.0,144.0
1020.0,2988.0,144.0
1020.0,3012.0,168.0
1020.0,3036.0,168.0
1020.0,3060.0,168.0
1044.0,12.0,240.0
1044.0,36.0,240.0
1044.0,60.0,240.0
1044.0,84.0,288.0
1044.0,108.0,288.0
1044.0,132.0,288.0
1044.0,156.0,288.0
1044.0,180.0,288.0
1044.0,204.0,264.0
1044.0,228.0,264.0
