time,zu1_xy,y,x,wspeed_10m*_xy
0 days 20:59:59,6.0,1116.0,2340.0,1.0134584
0 days 20:59:59,6.0,1116.0,2364.0,1.2490336
0 days 20:59:59,6.0,1116.0,2388.0,1.123231
0 days 20:59:59,6.0,1116.0,2412.0,0.98121315
0 days 20:59:59,6.0,1116.0,2436.0,0.91122264
0 days 20:59:59,6.0,1116.0,2460.0,1.2955197
0 days 20:59:59,6.0,1116.0,2484.0,1.3082923
0 days 20:59:59,6.0,1116.0,2508.0,1.3489187
0 days 20:59:59,6.0,1116.0,2532.0,1.3662893
0 days 20:59:59,6.0,1116.0,2556.0,1.3283494
0 days 20:59:59,6.0,1116.0,2580.0,0.5641729
0 days 20:59:59,6.0,1116.0,2604.0,0.8041601
0 days 20:59:59,6.0,1116.0,2628.0,0.5172257
0 days 20:59:59,6.0,1116.0,2652.0,0.60914576
0 days 20:59:59,6.0,1116.0,2676.0,0.67700195
0 days 20:59:59,6.0,1116.0,2700.0,0.1914856
0 days 20:59:59,6.0,1116.0,2724.0,0.091259375
0 days 20:59:59,6.0,1116.0,2748.0,0.084274024
0 days 20:59:59,6.0,1116.0,2772.0,1.1536148
0 days 20:59:59,6.0,1116.0,2796.0,0.9654241
0 days 20:59:59,6.0,1116.0,2820.0,1.2321401
0 days 20:59:59,6.0,1116.0,2844.0,0.6838323
0 days 20:59:59,6.0,1116.0,2868.0,0.5214423
0 days 20:59:59,6.0,1116.0,2892.0,0.581041
0 days 20:59:59,6.0,1116.0,2916.0,0.56885177
0 days 20:59:59,6.0,1116.0,2940.0,0.5728691
0 days 20:59:59,6.0,1116.0,2964.0,0.6121741
0 days 20:59:59,6.0,1116.0,2988.0,0.51164937
0 days 20:59:59,6.0,1116.0,3012.0,0.49061087
0 days 20:59:59,6.0,1116.0,3036.0,0.64582473
0 days 20:59:59,6.0,1116.0,3060.0,0.6517001
0 days 20:59:59,6.0,1140.0,12.0,1.427494
0 days 20:59:59,6.0,1140.0,36.0,1.4654539
0 days 20:59:59,6.0,1140.0,60.0,1.4345707
0 days 20:59:59,6.0,1140.0,84.0,1.3805372
0 days 20:59:59,6.0,1140.0,108.0,1.3661345
0 days 20:59:59,6.0,1140.0,132.0,1.3307705
0 days 20:59:59,6.0,1140.0,156.0,1.2831018
0 days 20:59:59,6.0,1140.0,180.0,0.12648818
0 days 20:59:59,6.0,1140.0,204.0,0.2360285
0 days 20:59:59,6.0,1140.0,228.0,0.45317134
0 days 20:59:59,6.0,1140.0,252.0,0.53441244
0 days 20:59:59,6.0,1140.0,276.0,0.48716852
0 days 20:59:59,6.0,1140.0,300.0,0.48066825
0 days 20:59:59,6.0,1140.0,324.0,0.4771714
0 days 20:59:59,6.0,1140.0,348.0,0.44637004
0 days 20:59:59,6.0,1140.0,372.0,0.4606552
0 days 20:59:59,6.0,1140.0,396.0,0.44438946
0 days 20:59:59,6.0,1140.0,420.0,0.35316887
0 days 20:59:59,6.0,1140.0,444.0,0.19607596
0 days 20:59:59,6.0,1140.0,468.0,0.5374989
0 days 20:59:59,6.0,1140.0,492.0,0.5954499
0 days 20:59:59,6.0,1140.0,516.0,0.58981913
0 days 20:59:59,6.0,1140.0,540.0,0.11509191
0 days 20:59:59,6.0,1140.0,564.0,0.20339021
0 days 20:59:59,6.0,1140.0,588.0,0.19888757
0 days 20:59:59,6.0,1140.0,612.0,0.13656308
0 days 20:59:59,6.0,1140.0,636.0,0.62121385
0 days 20:59:59,6.0,1140.0,660.0,0.11048522
0 days 20:59:59,6.0,1140.0,684.0,0.31298128
0 days 20:59:59,6.0,1140.0,708.0,0.5767931
0 days 20:59:59,6.0,1140.0,732.0,0.27477548
0 days 20:59:59,6.0,1140.0,756.0,0.5424645
0 days 20:59:59,6.0,1140.0,780.0,0.7290188
0 days 20:59:59,6.0,1140.0,804.0,0.75017285
0 days 20:59:59,6.0,1140.0,828.0,0.8361895
0 days 20:59:59,6.0,1140.0,852.0,0.13511303
0 days 20:59:59,6.0,1140.0,876.0,0.48598912
0 days 20:59:59,6.0,1140.0,900.0,0.7762313
0 days 20:59:59,6.0,1140.0,924.0,0.12654741
0 days 20:59:59,6.0,1140.0,948.0,0.4162048
0 days 20:59:59,6.0,1140.0,972.0,0.8186749
0 days 20:59:59,6.0,1140.0,996.0,0.4922137
0 days 20:59:59,6.0,1140.0,1020.0,0.42929012
0 days 20:59:59,6.0,1140.0,1044.0,0.700302
0 days 20:59:59,6.0,1140.0,1068.0,0.3187262
0 days 20:59:59,6.0,1140.0,1092.0,0.56777304
0 days 20:59:59,6.0,1140.0,1116.0,0.29821876
0 days 20:59:59,6.0,1140.0,1140.0,0.50125086
0 days 20:59:59,6.0,1140.0,1164.0,0.3247428
0 days 20:59:59,6.0,1140.0,1188.0,0.1646139
0 days 20:59:59,6.0,1140.0,1212.0,0.27333784
0 days 20:59:59,6.0,1140.0,1236.0,0.14034899
0 days 20:59:59,6.0,1140.0,1260.0,0.2504948
0 days 20:59:59,6.0,1140.0,1284.0,0.23486851
0 days 20:59:59,6.0,1140.0,1308.0,0.3490678
0 days 20:59:59,6.0,1140.0,1332.0,0.7065909
0 days 20:59:59,6.0,1140.0,1356.0,1.0416937
0 days 20:59:59,6.0,1140.0,1380.0,1.1259112
0 days 20:59:59,6.0,1140.0,1404.0,1.291002
0 days 20:59:59,6.0,1140.0,1428.0,0.33120406
0 days 20:59:59,6.0,1140.0,1452.0,1.372328
0 days 20:59:59,6.0,1140.0,1476.0,1.5760866
0 days 20:59:59,6.0,1140.0,1500.0,1.6587628
0 days 20:59:59,6.0,1140.0,1524.0,1.523969
0 days 20:59:59,6.0,1140.0,1548.0,1.8109047
0 days 20:59:59,6.0,1140.0,1572.0,1.7174338
0 days 20:59:59,6.0,1140.0,1596.0,1.2270762
0 days 20:59:59,6.0,1140.0,1620.0,0.81487226
0 days 20:59:59,6.0,1140.0,1644.0,0.63119036
0 days 20:59:59,6.0,1140.0,1668.0,0.5821424
0 days 20:59:59,6.0,1140.0,1692.0,0.6872661
0 days 20:59:59,6.0,1140.0,1716.0,1.0700662
0 days 20:59:59,6.0,1140.0,1740.0,1.0360657
0 days 20:59:59,6.0,1140.0,1764.0,0.8924769
0 days 20:59:59,6.0,1140.0,1788.0,1.3000273
0 days 20:59:59,6.0,1140.0,1812.0,0.42326277
0 days 20:59:59,6.0,1140.0,1836.0,0.20694414
0 days 20:59:59,6.0,1140.0,1860.0,0.9181636
0 days 20:59:59,6.0,1140.0,1884.0,0.7132549
0 days 20:59:59,6.0,1140.0,1908.0,0.31655303
0 days 20:59:59,6.0,1140.0,1932.0,0.6709619
0 days 20:59:59,6.0,1140.0,1956.0,0.51591927
0 days 20:59:59,6.0,1140.0,1980.0,0.86486983
0 days 20:59:59,6.0,1140.0,2004.0,1.0752511
0 days 20:59:59,6.0,1140.0,2028.0,0.9430311
0 days 20:59:59,6.0,1140.0,2052.0,1.0509192
0 days 20:59:59,6.0,1140.0,2076.0,0.9535521
0 days 20:59:59,6.0,1140.0,2100.0,0.87579733
0 days 20:59:59,6.0,1140.0,2124.0,0.5800621
0 days 20:59:59,6.0,1140.0,2148.0,1.3248882
0 days 20:59:59,6.0,1140.0,2172.0,1.4523591
0 days 20:59:59,6.0,1140.0,2196.0,1.0641911
0 days 20:59:59,6.0,1140.0,2220.0,0.9527371
0 days 20:59:59,6.0,1140.0,2244.0,0.8432215
0 days 20:59:59,6.0,1140.0,2268.0,0.8431126
0 days 20:59:59,6.0,1140.0,2292.0,0.68442565
0 days 20:59:59,6.0,1140.0,2316.0,0.65076905
0 days 20:59:59,6.0,1140.0,2340.0,1.0778658
0 days 20:59:59,6.0,1140.0,2364.0,0.61363095
0 days 20:59:59,6.0,1140.0,2388.0,0.51373523
0 days 20:59:59,6.0,1140.0,2412.0,0.36452812
0 days 20:59:59,6.0,1140.0,2436.0,0.82542455
0 days 20:59:59,6.0,1140.0,2460.0,1.2642337
0 days 20:59:59,6.0,1140.0,2484.0,1.2870704
0 days 20:59:59,6.0,1140.0,2508.0,1.3277359
0 days 20:59:59,6.0,1140.0,2532.0,1.3429701
0 days 20:59:59,6.0,1140.0,2556.0,1.3150712
0 days 20:59:59,6.0,1140.0,2580.0,1.4069145
0 days 20:59:59,6.0,1140.0,2604.0,0.84732544
0 days 20:59:59,6.0,1140.0,2628.0,0.3891433
0 days 20:59:59,6.0,1140.0,2652.0,1.2274219
0 days 20:59:59,6.0,1140.0,2676.0,0.5670436
0 days 20:59:59,6.0,1140.0,2700.0,1.1350374
0 days 20:59:59,6.0,1140.0,2724.0,0.44739634
0 days 20:59:59,6.0,1140.0,2748.0,0.78537506
0 days 20:59:59,6.0,1140.0,2772.0,1.1396229
0 days 20:59:59,6.0,1140.0,2796.0,0.9980962
0 days 20:59:59,6.0,1140.0,2820.0,0.5801235
0 days 20:59:59,6.0,1140.0,2844.0,0.504422
0 days 20:59:59,6.0,1140.0,2868.0,1.3019595
0 days 20:59:59,6.0,1140.0,2892.0,0.662668
0 days 20:59:59,6.0,1140.0,2916.0,0.6465324
0 days 20:59:59,6.0,1140.0,2940.0,0.59195435
0 days 20:59:59,6.0,1140.0,2964.0,0.59983027
0 days 20:59:59,6.0,1140.0,2988.0,0.46325326
0 days 20:59:59,6.0,1140.0,3012.0,0.5784822
0 days 20:59:59,6.0,1140.0,3036.0,0.3344684
0 days 20:59:59,6.0,1140.0,3060.0,0.7995425
0 days 20:59:59,6.0,1164.0,12.0,1.2456709
0 days 20:59:59,6.0,1164.0,36.0,1.3535751
0 days 20:59:59,6.0,1164.0,60.0,1.3780825
0 days 20:59:59,6.0,1164.0,84.0,1.3537006
0 days 20:59:59,6.0,1164.0,108.0,1.3295815
0 days 20:59:59,6.0,1164.0,132.0,1.298327
0 days 20:59:59,6.0,1164.0,156.0,1.2604686
0 days 20:59:59,6.0,1164.0,180.0,0.15872924
0 days 20:59:59,6.0,1164.0,204.0,0.28119665
0 days 20:59:59,6.0,1164.0,228.0,0.44902846
0 days 20:59:59,6.0,1164.0,252.0,0.48295698
0 days 20:59:59,6.0,1164.0,276.0,0.4422824
0 days 20:59:59,6.0,1164.0,300.0,0.41585177
0 days 20:59:59,6.0,1164.0,324.0,0.44069815
0 days 20:59:59,6.0,1164.0,348.0,0.4111877
0 days 20:59:59,6.0,1164.0,372.0,0.39553958
0 days 20:59:59,6.0,1164.0,396.0,0.39149702
0 days 20:59:59,6.0,1164.0,420.0,0.33051074
0 days 20:59:59,6.0,1164.0,444.0,0.20405236
0 days 20:59:59,6.0,1164.0,468.0,0.48254544
0 days 20:59:59,6.0,1164.0,492.0,0.10057993
0 days 20:59:59,6.0,1164.0,516.0,0.10307498
0 days 20:59:59,6.0,1164.0,540.0,0.24651138
0 days 20:59:59,6.0,1164.0,564.0,0.3623287
0 days 20:59:59,6.0,1164.0,588.0,0.3988337
0 days 20:59:59,6.0,1164.0,612.0,0.44638866
0 days 20:59:59,6.0,1164.0,636.0,0.35971695
0 days 20:59:59,6.0,1164.0,660.0,0.36183438
0 days 20:59:59,6.0,1164.0,684.0,0.43552077
0 days 20:59:59,6.0,1164.0,708.0,0.66055197
0 days 20:59:59,6.0,1164.0,732.0,0.2796092
0 days 20:59:59,6.0,1164.0,756.0,0.5887721
0 days 20:59:59,6.0,1164.0,780.0,0.8206774
0 days 20:59:59,6.0,1164.0,804.0,0.88230383
0 days 20:59:59,6.0,1164.0,828.0,0.96243465
0 days 20:59:59,6.0,1164.0,852.0,0.3318537
0 days 20:59:59,6.0,1164.0,876.0,0.65819395
0 days 20:59:59,6.0,1164.0,900.0,0.14460003
0 days 20:59:59,6.0,1164.0,924.0,0.40808058
0 days 20:59:59,6.0,1164.0,948.0,0.6809933
0 days 20:59:59,6.0,1164.0,972.0,0.17112747
0 days 20:59:59,6.0,1164.0,996.0,0.6272129
0 days 20:59:59,6.0,1164.0,1020.0,0.564424
0 days 20:59:59,6.0,1164.0,1044.0,0.10203594
0 days 20:59:59,6.0,1164.0,1068.0,0.39808843
0 days 20:59:59,6.0,1164.0,1092.0,0.66416276
0 days 20:59:59,6.0,1164.0,1116.0,0.33629847
0 days 20:59:59,6.0,1164.0,1140.0,0.2701566
0 days 20:59:59,6.0,1164.0,1164.0,0.32086104
0 days 20:59:59,6.0,1164.0,1188.0,0.17402342
0 days 20:59:59,6.0,1164.0,1212.0,0.25111395
0 days 20:59:59,6.0,1164.0,1236.0,0.31901446
0 days 20:59:59,6.0,1164.0,1260.0,0.2816296
0 days 20:59:59,6.0,1164.0,1284.0,0.19016106
0 days 20:59:59,6.0,1164.0,1308.0,0.46821553
0 days 20:59:59,6.0,1164.0,1332.0,0.45016545
0 days 20:59:59,6.0,1164.0,1356.0,0.66267943
0 days 20:59:59,6.0,1164.0,1380.0,1.1435919
0 days 20:59:59,6.0,1164.0,1404.0,1.2850695
0 days 20:59:59,6.0,1164.0,1428.0,0.6328396
0 days 20:59:59,6.0,1164.0,1452.0,1.3873006
0 days 20:59:59,6.0,1164.0,1476.0,1.5640647
0 days 20:59:59,6.0,1164.0,1500.0,1.6585125
0 days 20:59:59,6.0,1164.0,1524.0,1.5423506
0 days 20:59:59,6.0,1164.0,1548.0,0.6814581
0 days 20:59:59,6.0,1164.0,1572.0,0.63116395
0 days 20:59:59,6.0,1164.0,1596.0,1.1750369
0 days 20:59:59,6.0,1164.0,1620.0,1.0238249
0 days 20:59:59,6.0,1164.0,1644.0,1.3877903
0 days 20:59:59,6.0,1164.0,1668.0,1.4906223
0 days 20:59:59,6.0,1164.0,1692.0,1.537913
0 days 20:59:59,6.0,1164.0,1716.0,0.8573246
0 days 20:59:59,6.0,1164.0,1740.0,0.88504994
0 days 20:59:59,6.0,1164.0,1764.0,0.66054296
0 days 20:59:59,6.0,1164.0,1788.0,1.3245544
0 days 20:59:59,6.0,1164.0,1812.0,0.4239934
0 days 20:59:59,6.0,1164.0,1836.0,0.38601458
0 days 20:59:59,6.0,1164.0,1860.0,0.5428448
0 days 20:59:59,6.0,1164.0,1884.0,0.5776225
0 days 20:59:59,6.0,1164.0,1908.0,0.5232312
0 days 20:59:59,6.0,1164.0,1932.0,0.5935064
0 days 20:59:59,6.0,1164.0,1956.0,0.47526658
0 days 20:59:59,6.0,1164.0,1980.0,0.32809275
0 days 20:59:59,6.0,1164.0,2004.0,1.0610889
0 days 20:59:59,6.0,1164.0,2028.0,0.86200905
0 days 20:59:59,6.0,1164.0,2052.0,0.91866016
0 days 20:59:59,6.0,1164.0,2076.0,0.7973774
0 days 20:59:59,6.0,1164.0,2100.0,0.8548675
0 days 20:59:59,6.0,1164.0,2124.0,0.7891516
0 days 20:59:59,6.0,1164.0,2148.0,0.5795088
0 days 20:59:59,6.0,1164.0,2172.0,1.4294727
0 days 20:59:59,6.0,1164.0,2196.0,1.0348334
0 days 20:59:59,6.0,1164.0,2220.0,0.9010144
0 days 20:59:59,6.0,1164.0,2244.0,0.6341375
0 days 20:59:59,6.0,1164.0,2268.0,0.6708843
0 days 20:59:59,6.0,1164.0,2292.0,0.53970784
0 days 20:59:59,6.0,1164.0,2316.0,1.2566711
0 days 20:59:59,6.0,1164.0,2340.0,0.9467841
0 days 20:59:59,6.0,1164.0,2364.0,0.757944
0 days 20:59:59,6.0,1164.0,2388.0,0.43930936
0 days 20:59:59,6.0,1164.0,2412.0,0.28420925
0 days 20:59:59,6.0,1164.0,2436.0,0.77265036
0 days 20:59:59,6.0,1164.0,2460.0,1.2774383
0 days 20:59:59,6.0,1164.0,2484.0,1.2723058
0 days 20:59:59,6.0,1164.0,2508.0,1.305667
0 days 20:59:59,6.0,1164.0,2532.0,1.3242846
0 days 20:59:59,6.0,1164.0,2556.0,1.3016589
0 days 20:59:59,6.0,1164.0,2580.0,0.7830711
0 days 20:59:59,6.0,1164.0,2604.0,0.9745973
0 days 20:59:59,6.0,1164.0,2628.0,0.22378136
0 days 20:59:59,6.0,1164.0,2652.0,0.68108624
0 days 20:59:59,6.0,1164.0,2676.0,0.40042898
0 days 20:59:59,6.0,1164.0,2700.0,0.5502383
0 days 20:59:59,6.0,1164.0,2724.0,0.3074929
0 days 20:59:59,6.0,1164.0,2748.0,0.7705272
0 days 20:59:59,6.0,1164.0,2772.0,1.1914778
0 days 20:59:59,6.0,1164.0,2796.0,0.95946634
0 days 20:59:59,6.0,1164.0,2820.0,0.718212
0 days 20:59:59,6.0,1164.0,2844.0,1.2618399
0 days 20:59:59,6.0,1164.0,2868.0,0.69767284
0 days 20:59:59,6.0,1164.0,2892.0,0.86771315
0 days 20:59:59,6.0,1164.0,2916.0,0.65977
0 days 20:59:59,6.0,1164.0,2940.0,0.511543
0 days 20:59:59,6.0,1164.0,2964.0,0.46474895
0 days 20:59:59,6.0,1164.0,2988.0,0.94071865
0 days 20:59:59,6.0,1164.0,3012.0,0.5011031
0 days 20:59:59,6.0,1164.0,3036.0,0.32988933
0 days 20:59:59,6.0,1164.0,3060.0,0.88163924
0 days 20:59:59,6.0,1188.0,12.0,1.165289
0 days 20:59:59,6.0,1188.0,36.0,1.2907802
0 days 20:59:59,6.0,1188.0,60.0,1.3451159
0 days 20:59:59,6.0,1188.0,84.0,1.3313515
0 days 20:59:59,6.0,1188.0,108.0,1.2880024
0 days 20:59:59,6.0,1188.0,132.0,1.248746
0 days 20:59:59,6.0,1188.0,156.0,1.2313306
0 days 20:59:59,6.0,1188.0,180.0,0.25570738
0 days 20:59:59,6.0,1188.0,204.0,0.32360077
0 days 20:59:59,6.0,1188.0,228.0,0.4558231
0 days 20:59:59,6.0,1188.0,252.0,0.45296022
0 days 20:59:59,6.0,1188.0,276.0,0.3720572
0 days 20:59:59,6.0,1188.0,300.0,0.24592847
0 days 20:59:59,6.0,1188.0,324.0,0.27873752
0 days 20:59:59,6.0,1188.0,348.0,0.05061909
0 days 20:59:59,6.0,1188.0,372.0,0.10446218
0 days 20:59:59,6.0,1188.0,396.0,0.077390805
0 days 20:59:59,6.0,1188.0,420.0,0.28976128
0 days 20:59:59,6.0,1188.0,444.0,0.18102922
0 days 20:59:59,6.0,1188.0,468.0,0.39044064
0 days 20:59:59,6.0,1188.0,492.0,0.2525521
0 days 20:59:59,6.0,1188.0,516.0,0.21980107
0 days 20:59:59,6.0,1188.0,540.0,0.2727258
0 days 20:59:59,6.0,1188.0,564.0,0.39181495
0 days 20:59:59,6.0,1188.0,588.0,0.4479827
0 days 20:59:59,6.0,1188.0,612.0,0.5173907
0 days 20:59:59,6.0,1188.0,636.0,0.540321
0 days 20:59:59,6.0,1188.0,660.0,0.5679835
0 days 20:59:59,6.0,1188.0,684.0,0.6098014
0 days 20:59:59,6.0,1188.0,708.0,0.7656685
0 days 20:59:59,6.0,1188.0,732.0,0.30421314
0 days 20:59:59,6.0,1188.0,756.0,0.65834075
0 days 20:59:59,6.0,1188.0,780.0,0.9660982
0 days 20:59:59,6.0,1188.0,804.0,1.0897214
0 days 20:59:59,6.0,1188.0,828.0,0.12665501
0 days 20:59:59,6.0,1188.0,852.0,0.6236755
0 days 20:59:59,6.0,1188.0,876.0,0.8821474
0 days 20:59:59,6.0,1188.0,900.0,0.2655965
0 days 20:59:59,6.0,1188.0,924.0,0.6051554
0 days 20:59:59,6.0,1188.0,948.0,0.80131614
0 days 20:59:59,6.0,1188.0,972.0,0.40701842
0 days 20:59:59,6.0,1188.0,996.0,0.80296093
0 days 20:59:59,6.0,1188.0,1020.0,0.6062855
0 days 20:59:59,6.0,1188.0,1044.0,0.24014954
0 days 20:59:59,6.0,1188.0,1068.0,0.5240315
0 days 20:59:59,6.0,1188.0,1092.0,0.10064531
0 days 20:59:59,6.0,1188.0,1116.0,0.26486814
0 days 20:59:59,6.0,1188.0,1140.0,0.35723904
0 days 20:59:59,6.0,1188.0,1164.0,0.57746303
0 days 20:59:59,6.0,1188.0,1188.0,0.089758426
0 days 20:59:59,6.0,1188.0,1212.0,0.12469338
0 days 20:59:59,6.0,1188.0,1236.0,0.35895658
0 days 20:59:59,6.0,1188.0,1260.0,0.3377791
0 days 20:59:59,6.0,1188.0,1284.0,0.514131
0 days 20:59:59,6.0,1188.0,1308.0,0.28471977
0 days 20:59:59,6.0,1188.0,1332.0,0.69598854
0 days 20:59:59,6.0,1188.0,1356.0,0.9445558
0 days 20:59:59,6.0,1188.0,1380.0,1.1412919
0 days 20:59:59,6.0,1188.0,1404.0,1.2859911
0 days 20:59:59,6.0,1188.0,1428.0,0.7758824
0 days 20:59:59,6.0,1188.0,1452.0,1.4411229
0 days 20:59:59,6.0,1188.0,1476.0,1.5572295
0 days 20:59:59,6.0,1188.0,1500.0,1.6540186
0 days 20:59:59,6.0,1188.0,1524.0,1.5536327
0 days 20:59:59,6.0,1188.0,1548.0,0.6393245
0 days 20:59:59,6.0,1188.0,1572.0,0.6078285
0 days 20:59:59,6.0,1188.0,1596.0,1.0935363
0 days 20:59:59,6.0,1188.0,1620.0,0.88628185
0 days 20:59:59,6.0,1188.0,1644.0,1.3701192
0 days 20:59:59,6.0,1188.0,1668.0,1.4861302
0 days 20:59:59,6.0,1188.0,1692.0,1.5218798
0 days 20:59:59,6.0,1188.0,1716.0,0.6092685
0 days 20:59:59,6.0,1188.0,1740.0,0.6425603
0 days 20:59:59,6.0,1188.0,1764.0,1.6317698
0 days 20:59:59,6.0,1188.0,1788.0,1.3506125
0 days 20:59:59,6.0,1188.0,1812.0,0.40801093
0 days 20:59:59,6.0,1188.0,1836.0,1.5676463
0 days 20:59:59,6.0,1188.0,1860.0,1.5184053
0 days 20:59:59,6.0,1188.0,1884.0,0.21551491
0 days 20:59:59,6.0,1188.0,1908.0,0.4636755
0 days 20:59:59,6.0,1188.0,1932.0,0.52657783
0 days 20:59:59,6.0,1188.0,1956.0,0.46536762
0 days 20:59:59,6.0,1188.0,1980.0,0.4196853
0 days 20:59:59,6.0,1188.0,2004.0,1.0641487
0 days 20:59:59,6.0,1188.0,2028.0,0.795575
0 days 20:59:59,6.0,1188.0,2052.0,0.79109734
0 days 20:59:59,6.0,1188.0,2076.0,0.57342225
0 days 20:59:59,6.0,1188.0,2100.0,0.7504304
0 days 20:59:59,6.0,1188.0,2124.0,0.79161155
0 days 20:59:59,6.0,1188.0,2148.0,0.85670006
0 days 20:59:59,6.0,1188.0,2172.0,0.7864858
0 days 20:59:59,6.0,1188.0,2196.0,1.0720936
0 days 20:59:59,6.0,1188.0,2220.0,0.9142982
0 days 20:59:59,6.0,1188.0,2244.0,1.4668814
0 days 20:59:59,6.0,1188.0,2268.0,1.4519753
0 days 20:59:59,6.0,1188.0,2292.0,1.3488396
0 days 20:59:59,6.0,1188.0,2316.0,1.1994063
0 days 20:59:59,6.0,1188.0,2340.0,0.8684661
0 days 20:59:59,6.0,1188.0,2364.0,0.6146979
0 days 20:59:59,6.0,1188.0,2388.0,1.0359352
0 days 20:59:59,6.0,1188.0,2412.0,0.7497313
0 days 20:59:59,6.0,1188.0,2436.0,0.69322497
0 days 20:59:59,6.0,1188.0,2460.0,0.8326554
0 days 20:59:59,6.0,1188.0,2484.0,1.2688316
0 days 20:59:59,6.0,1188.0,2508.0,1.2733945
0 days 20:59:59,6.0,1188.0,2532.0,0.58796847
0 days 20:59:59,6.0,1188.0,2556.0,0.73259
0 days 20:59:59,6.0,1188.0,2580.0,1.0893985
0 days 20:59:59,6.0,1188.0,2604.0,0.7600526
0 days 20:59:59,6.0,1188.0,2628.0,0.8896635
0 days 20:59:59,6.0,1188.0,2652.0,0.54395074
0 days 20:59:59,6.0,1188.0,2676.0,0.097492404
0 days 20:59:59,6.0,1188.0,2700.0,0.514014
0 days 20:59:59,6.0,1188.0,2724.0,0.12909941
0 days 20:59:59,6.0,1188.0,2748.0,0.69766784
0 days 20:59:59,6.0,1188.0,2772.0,0.69899905
0 days 20:59:59,6.0,1188.0,2796.0,0.9265105
0 days 20:59:59,6.0,1188.0,2820.0,0.69540304
0 days 20:59:59,6.0,1188.0,2844.0,0.11063775
0 days 20:59:59,6.0,1188.0,2868.0,0.7407116
0 days 20:59:59,6.0,1188.0,2892.0,0.88769585
0 days 20:59:59,6.0,1188.0,2916.0,0.4585019
0 days 20:59:59,6.0,1188.0,2940.0,1.1041731
0 days 20:59:59,6.0,1188.0,2964.0,0.42904243
0 days 20:59:59,6.0,1188.0,2988.0,0.43443218
0 days 20:59:59,6.0,1188.0,3012.0,0.50461465
0 days 20:59:59,6.0,1188.0,3036.0,1.0121299
0 days 20:59:59,6.0,1188.0,3060.0,0.8923023
0 days 20:59:59,6.0,1212.0,12.0,1.1260037
0 days 20:59:59,6.0,1212.0,36.0,1.2340736
0 days 20:59:59,6.0,1212.0,60.0,1.2911283
0 days 20:59:59,6.0,1212.0,84.0,1.2536007
0 days 20:59:59,6.0,1212.0,108.0,1.2063285
0 days 20:59:59,6.0,1212.0,132.0,1.1849747
0 days 20:59:59,6.0,1212.0,156.0,1.2036452
0 days 20:59:59,6.0,1212.0,180.0,0.34994173
0 days 20:59:59,6.0,1212.0,204.0,0.2603487
0 days 20:59:59,6.0,1212.0,228.0,0.34606585
0 days 20:59:59,6.0,1212.0,252.0,0.42544743
0 days 20:59:59,6.0,1212.0,276.0,0.37146288
0 days 20:59:59,6.0,1212.0,300.0,0.11852995
0 days 20:59:59,6.0,1212.0,324.0,0.25080624
0 days 20:59:59,6.0,1212.0,348.0,0.057074293
0 days 20:59:59,6.0,1212.0,372.0,0.13728319
0 days 20:59:59,6.0,1212.0,396.0,0.13590427
0 days 20:59:59,6.0,1212.0,420.0,0.23943381
0 days 20:59:59,6.0,1212.0,444.0,0.13785918
0 days 20:59:59,6.0,1212.0,468.0,0.39574152
0 days 20:59:59,6.0,1212.0,492.0,0.3530801
0 days 20:59:59,6.0,1212.0,516.0,0.27732575
0 days 20:59:59,6.0,1212.0,540.0,0.27197388
0 days 20:59:59,6.0,1212.0,564.0,0.36525112
0 days 20:59:59,6.0,1212.0,588.0,0.4483776
0 days 20:59:59,6.0,1212.0,612.0,0.5176059
0 days 20:59:59,6.0,1212.0,636.0,0.5635014
0 days 20:59:59,6.0,1212.0,660.0,0.6223625
0 days 20:59:59,6.0,1212.0,684.0,0.7051862
0 days 20:59:59,6.0,1212.0,708.0,0.8520413
0 days 20:59:59,6.0,1212.0,732.0,0.34735987
0 days 20:59:59,6.0,1212.0,756.0,0.7610002
0 days 20:59:59,6.0,1212.0,780.0,0.1679284
0 days 20:59:59,6.0,1212.0,804.0,0.4461914
0 days 20:59:59,6.0,1212.0,828.0,0.7506328
0 days 20:59:59,6.0,1212.0,852.0,0.21276727
0 days 20:59:59,6.0,1212.0,876.0,0.41992244
0 days 20:59:59,6.0,1212.0,900.0,0.68466777
0 days 20:59:59,6.0,1212.0,924.0,0.88577074
0 days 20:59:59,6.0,1212.0,948.0,0.9481281
0 days 20:59:59,6.0,1212.0,972.0,0.49606252
0 days 20:59:59,6.0,1212.0,996.0,0.17839961
0 days 20:59:59,6.0,1212.0,1020.0,0.13362661
0 days 20:59:59,6.0,1212.0,1044.0,0.4275325
0 days 20:59:59,6.0,1212.0,1068.0,0.6658545
0 days 20:59:59,6.0,1212.0,1092.0,0.26176792
0 days 20:59:59,6.0,1212.0,1116.0,0.5807298
0 days 20:59:59,6.0,1212.0,1140.0,0.4442791
0 days 20:59:59,6.0,1212.0,1164.0,0.07568966
0 days 20:59:59,6.0,1212.0,1188.0,0.22450404
0 days 20:59:59,6.0,1212.0,1212.0,0.29609343
0 days 20:59:59,6.0,1212.0,1236.0,0.3268554
0 days 20:59:59,6.0,1212.0,1260.0,0.36352548
0 days 20:59:59,6.0,1212.0,1284.0,0.57715327
0 days 20:59:59,6.0,1212.0,1308.0,0.62080395
0 days 20:59:59,6.0,1212.0,1332.0,0.70314336
0 days 20:59:59,6.0,1212.0,1356.0,0.9699239
